Resource URL,Resource Type,Title,Authors,Authors As Published,Editors,Contributors,Divisions,Abstract,Full Text,DOI,Publication Status,Publication,ISBN,ISSN,eISSN,Volume,Issue,Pages,Publication Date,Publication Year,First Published,Recorded Quarter,Publisher,Keywords,JEL Codes,FRS Taxonomy,Cite As,File Format,Public Address,Work ID,Earlier Versions,Later Versions,Rights,Supporting Data,Data Sources,m1,RePEc ID,Authors URI,Publisher URI,Publication URI,Editors URI,CDM Record
https://www.federalreserve.gov/econres/feds/social-security-and-high-frequency-labor-supply-evidence-from-uber-drivers.htm,Working papers,Social Security and High-Frequency Labor Supply: Evidence from Uber Drivers,"Beatty, Timothy K. M.; Weill, Joakim A.",Timothy K. M. Beatty; Joakim A. Weill,,,Research and Statistics,"We estimate the impact of anticipated transfers on labor supply using confidential driver-level data from Uber. Leveraging the staggered timing of Social Security retirement benefits within each month and a novel identification strategy, we find that the labor supply of older drivers declines by 2% on average in the week around benefit receipt—a precisely estimated but economically small effect. Individual-level analyses reveal that the average effect obscures heterogeneous micro-behavior: while the majority of drivers does not meaningfully adjust labor supply in response to social security benefits, a small group reduces labor supply by more than 40%. The results suggest that departures from standard models of labor supply are meaningful but only for a small number of individuals.",,10.17016/FEDS.2024.079,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-079,62 p.,2024-09-20,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Labor supply; Retirement; Social security; Gig economy,J14; J18; J22; C10; H55; J26,Labor economics; Public economics; Social security,"Beatty, Timothy K. M., and Joakim A. Weill (2024). ""Social Security and High-Frequency Labor Supply: Evidence from Uber Drivers&#44;"" Finance and Economics Discussion Series 2024-079. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.079",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024079pap.pdf,9179.0,,,,,American Community Survey : http://library.frb.gov/record=e1001504,m1jaw09,,[Timothy K. M. Beatty]; http://taxonomy.frb.gov/rl/person/i4844,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12568
https://www.federalreserve.gov/econres/feds/high-growth-firms-in-the-united-states-key-trends-and-new-data-opportunities.htm,Working papers,High-Growth Firms in the United States: Key Trends and New Data Opportunities,"Kim, J. Daniel; Choi, Joonkyu; Goldschlag, Nathan; Haltiwanger, John",J. Daniel Kim; Joonkyu Choi; Nathan Goldschlag; John Haltiwanger,,,Research and Statistics,"Using administrative data from the U.S. Census Bureau, we introduce a new public-use database that tracks activities across firm growth distributions over time. With these new data, we uncover several key trends for high-growth firms---critical engines of innovation and economic growth. First, the share of firms that are high-growth has steadily decreased over the past four decades, driven not only by falling rates of entrepreneurship but also languishing growth among existing firms. Second, this decline is particularly pronounced among young and small firms, while the share of high-growth firms has been relatively stable among large and old firms. We also find rich variation across states and sectors. To facilitate future research, we highlight how these data can be used to address various research questions.",,10.17016/FEDS.2024.074,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-074,38 p.,2024-09-20,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Organizational Growth; Entrepreneurship; High-Growth Firms; Business Dynamism; Publicly Available Dataset,L11; L25; L26; O30; O40,Industrial organization; Corporate governance,"Kim, J. Daniel, Joonkyu Choi, Nathan Goldschlag, and John Haltiwanger (2024). ""High-Growth Firms in the United States: Key Trends and New Data Opportunities&#44;"" Finance and Economics Discussion Series 2024-074. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.074",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024074pap.pdf,9169.0,,,,,,m1jxc07,,http://taxonomy.frb.gov/rl/person/i4817; http://taxonomy.frb.gov/rl/person/i615; http://taxonomy.frb.gov/rl/person/i4816; http://taxonomy.frb.gov/rl/person/i1462,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12553
https://www.federalreserve.gov/econres/notes/feds-notes/financial-conditions-and-risks-to-the-economic-outlook-20240920.html,Short articles and notes,Financial Conditions and Risks to the Economic Outlook,"Ajello, Andrea; Favara, Giovanni; Marchal, Greg; Szőke, Bálint",Andrea Ajello; Giovanni Favara; Gregory Marchal; Balint Szoke,,,Monetary Affairs,"Financial conditions have swung considerably over the past two and half years. They moved from very accommodative levels in late 2021 to providing a significant drag on economic activity in 2022 and 2023. Since early this year, they eased moderately amid monetary policy communications signaling that the federal funds rate had likely reached its peak for this monetary policy tightening cycle.",,10.17016/2380-7172.3599,Online only,FEDS Notes,,,2380-7172,,2024-09-20-1,,2024-09-20,2024.0,,2024Q3 (MA),Board of Governors of the Federal Reserve System (U.S.),,,Financial economics; Financial markets; Risk,"Ajello, Andrea, Giovanni Favara, Gregory Marchal, and Balint Szoke (2024). ""Financial Conditions and Risks to the Economic Outlook&#44;"" FEDS Notes 2024-09-20-1. Washington: Board of Governors of the Federal Reserve System, September 20, https://doi.org/10.17016/2380-7172.3599",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/financial-conditions-and-risks-to-the-economic-outlook-20240920.html,9166.0,,,,,,m1bxs06; m1gxf03; m1axa04; m1ghm00,"pfa322: Favara, Giovanni; paj16: Ajello, Andrea",http://taxonomy.frb.gov/rl/person/i49; http://taxonomy.frb.gov/rl/person/i1073; [Gregory Marchal]; [Balint Szoke],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12555
https://www.federalreserve.gov/econres/feds/nonlinear-effects-of-loan-to-value-constraints.htm,Working papers,Nonlinear Effects of Loan-to-Value Constraints,"Durdu, Bora; Villalvazo, Sergio",C. Bora Durdu; Sergio Villalvazo,,,Financial Stability,"This paper investigates the impact of loan-to-value (LtV) borrowing constraints in models with occasionally binding credit constraints. These constraints give rise to a Fisherian debt-deflation mechanism, where exogenous shocks can trigger cascading effects resulting in significant declines in consumption, asset prices, and borrowing reversals—characteristic of financial crises. However, recent literature challenges traditional view by suggesting that collateral constraints may not always exacerbate financial disturbances but could instead foster dynamics leading to multiple equilibria. Building on this discussion, the paper explores equilibrium asset pricing models with LtV collateral constraints, identifying critical thresholds that govern asset price dynamics, consumption patterns, and current account behaviors. Our analysis uncovers that when the LtV limit is close to zero, tighter constraints induce smaller drops in consumption during crises. Conversely, when the LtV limit is close to one, we observe that tighter constraints induce larger drops in consumption during crises. The nonlinear relationship between the LtV ratio and adverse effects on macroeconomic outcomes aligns with cross-country evidence regarding the relationship between the level of financial development and the severity of consumption declines during crises.",,10.17016/FEDS.2024.081,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-081,23 p.,2024-09-20,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Financial crises; Loan-to-value constraints; Debt-deflation,E31; E37; E52; F41; G01,Macroeconomic activity; Economic modeling; Loans,"Durdu, C. Bora, and Sergio Villalvazo (2024). ""Nonlinear Effects of Loan-to-Value Constraints&#44;"" Finance and Economics Discussion Series 2024-081. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.081",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024081pap.pdf,9181.0,,,,,,m1sxv03; m1cbd01,"pvi447: Villalvazo, Sergio",[C. Bora Durdu]; http://taxonomy.frb.gov/rl/person/i3643,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12565
https://www.federalreserve.gov/econres/feds/mortgage-design-repayment-schedules-and-household-borrowing.htm,Working papers,"Mortgage Design, Repayment Schedules, and Household Borrowing","Bäckman, Claes; Moran, Patrick; van Santen, Peter",Claes Bäckman; Patrick Moran; Peter van Santen,,,Research and Statistics,"How does the design of debt repayment schedules affect household borrowing? To answer this question, we exploit a Swedish policy reform that eliminated interest-only mortgages for loan-to-value ratios above 50%. We document substantial bunching at the threshold, leading to 5% less borrowing. Wealthy borrowers drive the results, challenging credit constraints as the primary explanation. We develop a model to evaluate the mechanisms driving household behavior and find that much of the effect comes from households experiencing ongoing flow disutility to amortization payments. Our results indicate that new mortgage contracts with low initial payments substantially increase household borrowing and lifetime interest costs.",,10.17016/FEDS.2024.077,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-077,71 p.,2024-09-20,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Mortgage design; Amortization payments; Macroprudential policy; Bunching,G51; G21; E21; E60,Consumer economics; Macroeconomic activity,"Bäckman, Claes, Patrick Moran, and Peter van Santen (2024). ""Mortgage Design, Repayment Schedules, and Household Borrowing&#44;"" Finance and Economics Discussion Series 2024-077. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.077",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024077pap.pdf,9177.0,,,,,,m1ped01,,[Claes Bäckman]; http://taxonomy.frb.gov/rl/person/i2527; [Peter van Santen],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12562
https://www.federalreserve.gov/econres/feds/what-does-the-beveridge-curve-tell-us-about-the-likelihood-of-soft-landings.htm,Working papers,What Does the Beveridge Curve Tell Us about the Likelihood of Soft Landings?,"Figura, Andrew; Waller, Christopher J.",Andrew Figura; Chris Waller,,,Research and Statistics; Office of Board Members,"Any assessment of the likelihood and characteristics of a soft landing in the labor market should take into account the current state of the labor market and the likely dynamics in the labor market going forward. Modern labor market models centered around the Beveridge curve are a useful tool in this assessment. We use a simple model of the Beveridge curve to investigate what conditions are necessary for a soft landing in the labor market to occur and what the likelihood of these conditions was during the height of the pandemic-period inflation. We find that a soft landing was a plausible outcome at that time. Since then, the evolution of the labor market has borne out that prediction.",,10.17016/FEDS.2024.073,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-073,39 p.,2024-09-20,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Labor market; Unemployment; Soft landing; Beveridge curve,J64; J63; E24,Labor economics; Unemployment,"Figura, Andrew, and Chris Waller (2024). ""What Does the Beveridge Curve Tell Us about the Likelihood of Soft Landings?&#44;"" Finance and Economics Discussion Series 2024-073. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.073",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024073pap.pdf,9168.0,,Journal of Economic Dynamics & Control : https://frb.contentdm.oclc.org/digital/collection/p16798coll7/id/12578/rec/3,,,ADP Payroll Processing Data : http://library.frb.gov/record=e1000846 <br> Current Population Survey : http://library.frb.gov/record=e1000301 <br> Job Openings and Labor Turnover Survey (Public Data) : http://library.frb.gov/record=e1000665,m1jaf02; m1cjw02,,http://taxonomy.frb.gov/rl/person/i1122; [Chris Waller],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12554
https://www.federalreserve.gov/econres/notes/feds-notes/introducing-a-credit-bureau-based-measure-of-u-s-household-debt-service-20240904.html,Short articles and notes,Introducing a Credit Bureau-Based Measure of U.S. Household Debt Service,"Ringo, Daniel R.",Daniel Ringo,,,Research and Statistics,"Each quarter, the Board publishes an estimate of the ratio of aggregate required household debt service payments to income. The numerator of this Debt Service Ratio (DSR) is calculated using estimates of the outstanding balances of household debts in various product categories, their average interest rates, and times until maturity.",,10.17016/2380-7172.3615,Online only,FEDS Notes,,,2380-7172,,2024-09-04-2,,2024-09-04,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),,,Financial economics; Econometrics and economic theory,"Ringo, Daniel (2024). ""Introducing a Credit Bureau-Based Measure of U.S. Household Debt Service&#44;"" FEDS Notes 2024-09-04-2. Washington: Board of Governors of the Federal Reserve System, September 4, https://doi.org/10.17016/2380-7172.3615",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/introducing-a-credit-bureau-based-measure-of-u-s-household-debt-service-20240904.html,9161.0,,,,,FRBNY Consumer Credit Panel / Equifax : http://library.frb.gov/record=e1000039,m1drr02,,[Daniel Ringo],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12544
https://www.federalreserve.gov/econres/notes/feds-notes/nonlinear-phillips-curves-20240904.html,Short articles and notes,Nonlinear Phillips Curves,"Smith, Simon C.; Timmermann, Allan; Wright, Jonathan H.",Simon C. Smith; Allan Timmermann; Jonathan H. Wright,,,Research and Statistics,"The slope of the Phillips curve flattened around the turn of the century. The slope, however, is also kinked (nonlinear) such that it is steeper in a tight labor market than in a more normal one. The magnitude of this kink means that the flattening of the Phillips curve around the turn of the century has not changed much the slope in a tight labor market. This holds for both price and wage Phillips curves and for both the United States (US) and the European Union (EU). Our findings are relevant to policy debates about the costs and benefits of a running a hot labor market. Monetary policy-makers face a fundamentally different inflation-unemployment tradeoff in tight labor markets compared with looser labor markets and should consider this when setting policy.",,10.17016/2380-7172.3596,Online only,FEDS Notes,,,2380-7172,,2024-09-04-1,,2024-09-04,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),,,Econometrics and economic theory; Macroeconomic activity; Phillips curve,"Smith, Simon C., Allan Timmermann, and Jonathan Wright (2024). ""Nonlinear Phillips Curves&#44;"" FEDS Notes 2024-09-04-1. Washington: Board of Governors of the Federal Reserve System, September 4, https://doi.org/10.17016/2380-7172.3596",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/nonlinear-phillips-curves-20240904.html,9160.0,,,,,Consumer Price Index : http://library.frb.gov/record=e1000300 <br> Current Population Survey : http://library.frb.gov/record=e1000301 <br> Regional and State Employment and Unemployment : http://library.frb.gov/record=e1000563,m1scs03,,http://taxonomy.frb.gov/rl/person/i3319; http://taxonomy.frb.gov/rl/person/i3512; [Jonathan Wright],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12546
https://www.federalreserve.gov/econres/notes/feds-notes/convenience-yield-as-a-driver-of-r-20240903.html,Short articles and notes,Convenience Yield as a Driver of r*,"Szőke, Bálint; Xavier, Inês; Vazquez-Grande, Francisco",Balint Szoke; Ines Xavier; Francisco Vazquez-Grande,,,Monetary Affairs,"The natural rate of interest, or r*, corresponds to the short-term real interest rate that is consistent with full employment and price stability, after all temporary shocks have abated. The most popular framework to estimate r* is Laubach and Williams (2003) and Holston, Laubach, and Williams (2017, 2023) (henceforth HLW).",,10.17016/2380-7172.3575,Online only,FEDS Notes,,,2380-7172,,2024-09-03-1,,2024-09-03,2024.0,,2024Q3 (MA),Board of Governors of the Federal Reserve System (U.S.),,,Econometrics and economic theory; Macroeconomic activity; Interest rates,"Szoke, Balint, Ines Xavier, and Francisco Vazquez-Grande (2024). ""Convenience Yield as a Driver of r*&#44;"" FEDS Notes 2024-09-03-1. Washington: Board of Governors of the Federal Reserve System, September 3, https://doi.org/10.17016/2380-7172.3575",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/convenience-yield-as-a-driver-of-r-20240903.html,9158.0,,,,,Gross Domestic Product (Public Data) : http://library.frb.gov/record=e1000557 <br> Personal Income and Outlays : http://library.frb.gov/record=e1000561,m1fxv00; m1imx00; m1bxs06,,[Balint Szoke]; [Ines Xavier]; http://taxonomy.frb.gov/rl/person/i3619,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12542
https://www.federalreserve.gov/econres/notes/feds-notes/the-treasury-tantrum-of-2023-20240903.html,Short articles and notes,The Treasury Tantrum of 2023,"Diercks, Anthony M.; Asnani, Dev",Anthony M. Diercks; Dev Asnani,,,Monetary Affairs,"In the second half of last year, the 10-year Treasury yield skyrocketed from below 4 percent to above 5 percent, and then back down to 3.9 percent (Figure 1). On the way up, market commentary cited several key drivers for the rapid increase, including strong employment and inflation data, unexpectedly high Treasury issuance, and FOMC communications indicating that rates may need to be higher for longer.",,10.17016/2380-7172.3500,Online only,FEDS Notes,,,2380-7172,,2024-09-03-2,,2024-09-03,2024.0,,2024Q3 (MA),Board of Governors of the Federal Reserve System (U.S.),,,Financial economics; U.S. Treasury securities,"Diercks, Anthony M., and Dev Asnani (2024). ""The Treasury Tantrum of 2023&#44;"" FEDS Notes 2024-09-03-2. Washington: Board of Governors of the Federal Reserve System, September 3, https://doi.org/10.17016/2380-7172.3500",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/the-treasury-tantrum-of-2023-20240903.html,9159.0,,,,,Bloomberg Per Security Data License : http://library.frb.gov/record=e1000132 <br> Blue Chip Economic Indicators : http://library.frb.gov/record=e1000214 <br> Blue Chip Financial Forecasts : http://library.frb.gov/record=e1000213,m1amd02; m1dxa05,,http://taxonomy.frb.gov/rl/person/i871; [Dev Asnani],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12545
https://www.federalreserve.gov/econres/feds/impulse-based-computation-of-policy-counterfactuals.htm,Working papers,Computation of Policy Counterfactuals in Sequence Space,"Hebden, James; Winkler, Fabian",James Hebden; Fabian Winkler,,,Monetary Affairs,"We propose an efficient procedure to solve for policy counterfactuals in linear models with occasionally binding constraints in sequence space. Forecasts of the variables relevant for the policy problem, and their impulse responses to anticipated policy shocks, constitute sufficient information to construct valid counterfactuals. Knowledge of the structural model equations or filtering of structural shocks is not required. We solve for deterministic and stochastic paths under instrument rules as well as under optimal policy with commitment or subgame-perfect discretion. As an application, we compute counterfactuals of the U.S. economy after the pandemic shock of 2020 under several monetary policy regimes.",,10.17016/FEDS.2021.042r1,Revision,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2021-042r1,51 p.,2024-09,2024.0,2021-07,2024Q3 (MA),Board of Governors of the Federal Reserve System (U.S.),Sequence Space; DSGE; Occasionally Binding Constraints; Optimal Policy; Commitment; Discretion,C61; C63; E52,Econometrics and economic theory; Monetary policy,"Hebden, James, and Fabian Winkler (2024). ""Computation of Policy Counterfactuals in Sequence Space&#44;"" Finance and Economics Discussion Series 2021-042r1. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2021.042r1",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2021042r1pap.pdf,7930.1,Finance and Economics Discussion Series 2021-042 : https://frb.contentdm.oclc.org/digital/collection/p16798coll7/id/9854/rec/2,,,,,m1hxw02; m1jsh02,"pwi389: Winkler, Fabian",http://taxonomy.frb.gov/rl/person/i1520; http://taxonomy.frb.gov/rl/person/i3790,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12548
https://linkinghub.elsevier.com/retrieve/pii/S106294082400175X,Academic articles,Optimizing composite early warning indicators,"Beltran, Daniel O.; Dalal, Vihar M.; Jahan-Parvar, Mohammad R.; Paine, Fiona A.",Daniel O. Beltran; Vihar M. Dalal; Mohammad R. Jahan-Parvar; Fiona A. Paine,,,International Finance,"Research on predicting financial crises has produced various composite early warning indicators (EWIs) using macroeconomic and financial time-series. Much of the focus has been on identifying the best leading indicators for financial crises (e.g., credit-to-GDP ratios, financial asset prices, etc.). This paper instead focuses on how to optimally extract and combine signals from multiple cyclical indicators. We find that when combining multiple indicators into a composite EWI, jointly optimizing the indicators improves performance relative to optimizing individually and combining their signals. The performance of our jointly optimized EWIs is robust to the key modelling choices inherent in their design including the trend-cycle decomposition method and the preference for false positives over false negatives.",,10.1016/j.najef.2024.102250,Online only,North American Journal of Economics and Finance,,1062-9408,1879-0860,74,,,2024-09,2024.0,,2024Q3 (IF),Elsevier,Business cycle; Credit cycle; Early warning indicators; Equity prices; Financial crisis; Optimization; Trend-cycle decomposition,C22; E39; G28,Econometrics and economic theory; Economic measurement,"Beltran, Daniel O., Mohammad R. Jahan-Parvar, and Fiona A. Paine (2024). ""Optimizing composite early warning indicators&#44;"" The North American Journal of Economics and Finance, vol. 74. DOI: https://doi.org/10.1016/j.najef.2024.102250",,,9144.0,,,,,,m1dob00; m1vmd00; m1mxj00; m1fap00,"pbe609: Beltran, Daniel O.; pja212: Jahan-Parvar, Mohammad R.",http://taxonomy.frb.gov/rl/person/i285; http://taxonomy.frb.gov/rl/person/i5379; http://taxonomy.frb.gov/rl/person/i1704; http://taxonomy.frb.gov/rl/person/i3981,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p811,,12522
https://linkinghub.elsevier.com/retrieve/pii/S0165176524003616,Academic articles,Macroeconomic effects of political risk shocks,"Hacıoğlu-Hoke, Sinem",Sinem Hacıoğlu-Hoke,,,Research and Statistics,"I investigate the macroeconomic effects of political risk caused by conflict among politicians in a proxy VAR. Using an external instrument based on an index of US partisan conflict for identification, I find that reduced political risk has an expansionary impact: it is immediately priced into stock prices, firms start taking more risk, it increases firms’ dividend payouts, debt issuance and credit use — ultimately output rises.",,10.1016/j.econlet.2024.111877,Online only,Economics Letters,,0165-1765,1873-7374,242,,,2024-09,2024.0,,2024Q2 (RS),Elsevier,Political risk shocks; Partisan conflict Identification with external instruments; Structural vector autoregressions,C36; E20; E30; E60,Macroeconomic activity,"Hacıoğlu-Hoke, Sinem (2024). ""Macroeconomic effects of political risk shocks&#44;"" Economics Letters, vol. 242 (September). DOI: https://doi.org/10.1016/j.econlet.2024.111877",,,8822.1,Staff Working Paper (Bank of England) : https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/12060/rec/1,,,,,m1sxh12,,http://taxonomy.frb.gov/rl/person/i5104,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p303,,12509
https://linkinghub.elsevier.com/retrieve/pii/S0165176524003574,Academic articles,Constructing high-frequency monetary policy surprises from SOFR futures,"Acosta, Miguel; Brennan, Connor M.; Jacobson, Margaret M.",Miguel Acosta; Connor M. Brennan; Margaret M. Jacobson,,,International Finance; Monetary Affairs,"Eurodollar futures were the bedrock for constructing high-frequency series of monetary policy surprises, so their discontinuation poses a challenge for the continued empirical study of monetary policy. We propose an approach for updating the series of Gürkaynak et al. (2005) and Nakamura and Steinsson (2018) with SOFR futures in place of Eurodollar futures that is conceptually and materially consistent. We recommend using SOFR futures from January 2022 onward based on regulatory developments and trading volumes. The updated series suggest that surprises over the recent tightening cycle are larger in magnitude than those seen over the decade prior and restrictive on average.",,10.1016/j.econlet.2024.111873,Online only,Economics Letters,,0165-1765,1873-7374,242,,,2024-09,2024.0,,2024Q3 (MA); 2024Q3 (IF),Elsevier,Monetary policy surprises; High-frequency identification; Empirical macroeconomics,,Monetary policy,"Acosta, Miguel, Connor M. Brennan, and Margaret M. Jacobson (2024). ""Constructing high-frequency monetary policy surprises from SOFR futures&#44;"" Economics Letters, vol. 242. DOI: https://doi.org/10.1016/j.econlet.2024.111873",,,9059.1,Finance and Economics Discussion Series 2024-034 : https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/12420/rec/2,,,,,m1jma02; m1cmb07; m1mmj02,"pac75: Acosta, Miguel; pja372: Jacobson, Margaret M.",http://taxonomy.frb.gov/rl/person/i18; http://taxonomy.frb.gov/rl/person/i4865; http://taxonomy.frb.gov/rl/person/i1700,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p303,,12510
https://linkinghub.elsevier.com/retrieve/pii/S0014292124001521,Academic articles,"Limited (energy) supply, monetary policy, and sunspots","Gornemann, Nils M.; Hildebrand, Sebastian; Kuester, Keith",Nils Gornemann; Sebastian Hildebrand; Keith Kuester,,,International Finance,"In a simple New Keynesian open economy setting, we analyze how local input shortages influence policy transmission and equilibrium determinacy. Shortages increase the elasticity of the local price of the scarce factor to domestic economic activity, affecting the cyclicality of marginal costs and incomes. As a result, the slope of both the Phillips and the IS curve is altered, crucially influencing monetary and fiscal policy transmission. These changes are affected by factor ownership and propensities to consume. Theoretically, shortages can also raise the risk of self-fulfilling fluctuations if a rising price of the constrained factor boosts incomes for agents with high propensities to consume. We illustrate these channels for the 2022 German energy crisis.",,10.1016/j.euroecorev.2024.104823,Online only,European Economic Review,,0014-2921,1873-572X,168,,,2024-09,2024.0,,2024Q3 (IF),Elsevier,Supply constraints; Heterogeneous households; Monetary transmission; Transfer multiplier; Sunspots,E31; E32; E52; F41; Q43,Monetary policy; Economic modeling,"Gornemann, Nils M., Sebastian Hildebrand, and Keith Kuester (2024). ""Limited (energy) supply, monetary policy, and sunspots&#44;"" European Economic Review, vol. 168 (September). DOI: https://doi.org/10.1016/j.euroecorev.2024.104823",,,9143.1,"(2024, International Finance Discussion Papers 1395): https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/12535",,,,,m1nmg00,"pgo753: Gornemann, Nils M.; pku226: Kuester, Keith",http://taxonomy.frb.gov/rl/person/i1329; http://taxonomy.frb.gov/rl/person/i5380; http://taxonomy.frb.gov/rl/person/i1982,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p359,,12523
https://onlinelibrary.wiley.com/doi/10.1111/joes.12581,Academic articles,Business cycle accounting: What have we learned so far?,"Brinca, Pedro; Costa Filho, João Ricardo; Loria, Francesca",Pedro Brinca; João Ricardo Costa Filho; Francesca Loria,,,Monetary Affairs,"What drives recessions and expansions? Since it was introduced in 2007, there have been hundreds of business cycle accounting (BCA) exercises, a procedure aimed at identifying classes of models that hold quantitative promise to explain economic fluctuations. This paper contributes with a software—a graphical user interface that allows practitioners to perform BCA exercises with minimal effort—and exemplifies the procedure by studying the U.S. recessions in 1973 and 1990 and reflecting upon the critiques BCA has been subject to. We look into the many equivalence theorems that the literature has produced and that allow BCA practitioners to identify the theories that are quantitatively relevant for the economic period under study. The methodological extensions that have been brought forth since BCA's original inception are addressed as well as conclusions regarding the relative contribution of each wedge: GDP and investment are usually driven by an efficiency wedge, hours worked are closely related to the labor wedge and, in an open economy extension, the investment wedge helps to explain country risk spreads on international bonds. Finally, larger changes in interest rates and currency crises are usually associated with the investment and/or the labor wedge.",,10.1111/joes.12581,Print,Journal of Economic Surveys,,,0950-0804,38,4,pp. 1276-1316,2024-09,2024.0,,2024Q3 (MA); 2023Q3 (MA),Wiley-Blackwell,Business cycle accounting; Business cycles; Wedges,E27; E30; E32; E37,Macroeconomic activity; Business fluctuations,"Brinca, Pedro, João Ricardo Costa Filho, and Francesca Loria (2024). ""Business cycle accounting: What have we learned so far?"" Journal of Economic Surveys, vol. 38, no. 4, pp. 1276-1316. DOI: https://doi.org/10.1111/joes.12581",,,8663.0,,,,,,m1fxl02,,http://taxonomy.frb.gov/rl/person/i4675; http://taxonomy.frb.gov/rl/person/i4944; http://taxonomy.frb.gov/rl/person/i2203,http://taxonomy.frb.gov/rl/organization/o784,http://taxonomy.frb.gov/rl/publication/p1863,,11018
